11,2,40.898,2001.335,2230838.192,1377483.919,16.8,7.4,2,14.99,0.0,1,113.0,201.0,5.0,0.0,3.0,2.0,0,0,0.0,0.0,peachtree,34.735,2014.005,2230830.163,1377495.497,15.8,7.2,2,0.0,0.0,2,113.0,215.0,5.0,0.0,3.0,1.0,0,0,0.0,0.0,peachtree,3300
2,13,-7.104,2032.477,2230785.985,1377507.3830000001,15.8,7.2,2,22.68,-4.33,0,113.0,215.0,5.0,0.0,3.0,1.0,0,0,0.0,0.0,peachtree,32.861,1615.1070000000002,2230866.401,1377093.868,22.8,7.3,2,17.2,0.0,1,112.0,214.0,4.0,0.0,3.0,3.0,0,0,0.0,0.0,peachtree,1200
15,2,40.571,2013.105,2230836.068,1377495.5,16.0,7.3,2,21.85,0.0,0,113.0,215.0,5.0,0.0,3.0,1.0,0,0,0.0,0.0,peachtree,-20.459,2036.02,2230772.251,1377508.8080000002,15.8,7.2,2,22.42,2.54,0,113.0,215.0,5.0,0.0,3.0,1.0,0,0,0.0,0.0,peachtree,600
15,11,42.555,2012.19,2230838.169,1377494.9,16.0,7.3,2,21.85,0.0,2,113.0,215.0,5.0,0.0,3.0,1.0,0,0,0.0,0.0,peachtree,4.26,1987.0839999999998,2230804.169,1377464.21,16.8,7.4,2,16.16,-0.98,0,113.0,201.0,5.0,0.0,3.0,2.0,0,0,0.0,0.0,peachtree,3700
15,13,38.586,2014.0179999999998,2230833.9669999997,1377496.0990000002,16.0,7.3,2,21.85,0.0,0,113.0,215.0,5.0,0.0,3.0,1.0,0,0,0.0,0.0,peachtree,24.033,1623.4360000000001,2230857.4480000003,1377102.062,22.8,7.3,2,17.01,-0.98,0,112.0,214.0,4.0,0.0,3.0,3.0,0,0,0.0,0.0,peachtree,3500
15,17,6.382000000000001,2027.924,2230800.035,1377504.92,16.0,7.3,2,23.2,4.2,0,113.0,215.0,5.0,0.0,3.0,1.0,0,0,0.0,0.0,peachtree,14.713,1994.785,2230813.318,1377473.439,17.0,7.1,2,10.45,0.0,0,115.0,201.0,5.0,0.0,4.0,3.0,0,0,0.0,0.0,peachtree,1900
15,19,-28.214000000000002,2036.6029999999998,2230764.494,1377508.2230000002,16.0,7.3,2,22.46,4.97,0,113.0,215.0,5.0,0.0,3.0,1.0,0,0,0.0,0.0,peachtree,39.497,2014.3770000000002,2230834.812,1377496.593,16.6,7.3,2,21.57,0.0,2,113.0,215.0,5.0,0.0,3.0,1.0,0,0,0.0,0.0,peachtree,500
16,20,-3.698,190.042,2230524.43,1375740.302,16.0,7.0,2,17.13,4.23,0,102.0,223.0,1.0,0.0,3.0,1.0,0,0,0.0,0.0,peachtree,29.22,191.99200000000002,2230557.179,1375736.4409999999,16.6,7.0,2,15.4,0.0,9999,102.0,223.0,1.0,0.0,3.0,1.0,0,0,0.0,0.0,peachtree,1300
16,25,-26.570999999999998,184.916,2230501.012,1375739.2680000002,16.0,7.0,2,22.39,0.0,0,102.0,223.0,1.0,0.0,3.0,1.0,0,0,0.0,0.0,peachtree,40.101,202.99,2230569.821,1375745.358,16.0,7.0,2,14.84,0.0,3,102.0,223.0,0.0,0.0,3.0,1.0,0,0,0.0,0.0,peachtree,200
22,20,-10.062999999999999,156.762,2230512.321,1375708.654,16.0,7.0,2,19.98,0.0,0,123.0,202.0,1.0,0.0,1.0,1.0,0,0,0.0,0.0,peachtree,10.456,185.643,2230537.5719999997,1375733.485,16.6,7.0,2,21.31,2.25,0,102.0,223.0,1.0,0.0,3.0,1.0,0,0,0.0,0.0,peachtree,1900
