Vehicle_ID,Frame_ID,Total_Frames,Global_Time,Local_X,Local_Y,Global_X,Global_Y,v_length,v_Width,v_Class,v_Vel,v_Acc,Lane_ID,O_Zone,D_Zone,Int_ID,Section_ID,Direction,Movement,Preceding,Following,Space_Headway,Time_Headway,Location
352,3380,1156,1163368300,-5.359,0.0,2230502.921,1375532.938,15.0,6.5,2,33.96,0.0,1,121.0,201.0,0.0,1.0,4.0,1.0,0,455,0.0,0.0,peachtree
352,3379,1156,1163368200,-4.623,4.566,2230503.114,1375537.9340000001,15.0,6.5,2,33.96,0.0,1,121.0,201.0,0.0,1.0,4.0,1.0,0,455,0.0,0.0,peachtree
352,3378,1156,1163368100,-4.707,7.606,2230502.731,1375540.951,15.0,6.5,2,33.96,0.0,1,121.0,201.0,0.0,1.0,4.0,1.0,0,455,0.0,0.0,peachtree
352,3377,1156,1163368000,-4.178999999999999,11.177,2230502.906,1375544.6919999998,15.0,6.5,2,33.96,10.82,1,121.0,201.0,0.0,1.0,4.0,1.0,0,455,0.0,0.0,peachtree
39,208,1598,1163051100,11.573,12.311,2230518.568,1375546.7619999999,15.0,7.0,2,0.25,-4.89,1,101.0,214.0,0.0,1.0,2.0,1.0,17,0,28.27,113.1,peachtree
39,217,1598,1163052000,11.577,12.349,2230518.568,1375546.7680000002,15.0,7.0,2,0.94,8.66,1,101.0,214.0,0.0,1.0,2.0,1.0,17,0,30.18,32.11,peachtree
39,216,1598,1163051900,11.574000000000002,12.325999999999999,2230518.568,1375546.769,15.0,7.0,2,0.29,4.36,1,101.0,214.0,0.0,1.0,2.0,1.0,17,0,29.81,102.8,peachtree
39,207,1598,1163051000,11.573,12.331,2230518.568,1375546.775,15.0,7.0,2,1.19,-11.27,1,101.0,214.0,0.0,1.0,2.0,1.0,17,0,28.26,23.74,peachtree
39,214,1598,1163051700,11.577,12.357000000000001,2230518.569,1375546.791,15.0,7.0,2,0.04,0.37,1,101.0,214.0,0.0,1.0,2.0,1.0,17,0,28.97,724.35,peachtree
39,209,1598,1163051200,11.575999999999999,12.347000000000001,2230518.569,1375546.791,15.0,7.0,2,0.05,0.12,1,101.0,214.0,0.0,1.0,2.0,1.0,17,0,28.22,564.48,peachtree
39,211,1598,1163051400,11.577,12.359000000000002,2230518.569,1375546.791,15.0,7.0,2,0.0,-0.25,1,101.0,214.0,0.0,1.0,2.0,1.0,17,0,28.22,9999.99,peachtree
39,213,1598,1163051600,11.577,12.357999999999999,2230518.569,1375546.791,15.0,7.0,2,0.0,-0.19,1,101.0,214.0,0.0,1.0,2.0,1.0,17,0,28.61,9999.99,peachtree
39,212,1598,1163051500,11.577,12.357000000000001,2230518.569,1375546.791,15.0,7.0,2,0.0,0.0,1,101.0,214.0,0.0,1.0,2.0,1.0,17,0,28.35,9999.99,peachtree
39,215,1598,1163051800,11.575999999999999,12.343,2230518.569,1375546.791,15.0,7.0,2,0.0,0.9,1,101.0,214.0,0.0,1.0,2.0,1.0,17,0,29.39,9999.99,peachtree
39,206,1598,1163050900,11.577,12.357000000000001,2230518.569,1375546.791,15.0,7.0,2,1.19,0.0,1,101.0,214.0,0.0,1.0,2.0,1.0,17,0,28.23,23.72,peachtree
39,210,1598,1163051300,11.577,12.356,2230518.569,1375546.791,15.0,7.0,2,0.04,-0.36,1,101.0,214.0,0.0,1.0,2.0,1.0,17,0,28.2,704.95,peachtree
39,218,1598,1163052100,11.591,12.47,2230518.575,1375546.8930000002,15.0,7.0,2,1.87,10.72,1,101.0,214.0,0.0,1.0,2.0,1.0,17,0,30.45,16.28,peachtree
36,204,1395,1163050700,22.101,12.114,2230529.09,1375547.135,16.6,7.0,2,29.97,0.0,2,101.0,215.0,0.0,1.0,2.0,1.0,24,0,80.91,2.7,peachtree
39,219,1598,1163052200,11.620999999999999,12.720999999999998,2230518.5919999997,1375547.142,15.0,7.0,2,2.8,8.65,1,101.0,214.0,0.0,1.0,2.0,1.0,17,0,30.58,10.92,peachtree
39,205,1598,1163050800,11.624,12.855,2230518.588,1375547.291,15.0,7.0,2,1.19,0.0,1,101.0,214.0,0.0,1.0,2.0,1.0,17,0,27.73,23.3,peachtree
39,220,1598,1163052300,11.663,13.07,2230518.616,1375547.5159999998,15.0,7.0,2,3.44,4.35,1,101.0,214.0,0.0,1.0,2.0,1.0,17,0,30.62,8.9,peachtree
36,203,1395,1163050600,22.646,12.564,2230529.609,1375547.615,16.6,7.0,2,29.97,0.0,2,101.0,215.0,0.0,1.0,2.0,1.0,24,0,80.01,2.67,peachtree
39,204,1598,1163050700,11.671,13.353,2230518.607,1375547.791,15.0,7.0,2,1.19,0.0,1,101.0,214.0,0.0,1.0,2.0,1.0,17,0,27.23,22.88,peachtree
39,221,1598,1163052400,11.71,13.458,2230518.642,1375547.9119999998,15.0,7.0,2,3.74,0.89,1,101.0,214.0,0.0,1.0,2.0,1.0,17,0,30.62,8.19,peachtree
352,3376,1156,1163367900,-3.889,14.488,2230503.0069999998,1375548.085,15.0,6.5,2,32.66,12.27,1,121.0,201.0,0.0,1.0,4.0,1.0,0,455,0.0,0.0,peachtree
39,222,1598,1163052500,11.757,13.843,2230518.6659999997,1375548.285,15.0,7.0,2,3.78,-0.37,1,101.0,214.0,0.0,1.0,2.0,1.0,17,0,30.63,8.1,peachtree
36,205,1395,1163050800,22.241999999999997,13.607999999999999,2230529.148,1375548.634,16.6,7.0,2,29.97,0.0,2,101.0,215.0,0.0,1.0,2.0,1.0,24,0,79.92,2.67,peachtree
39,223,1598,1163052600,11.802,14.216,2230518.69,1375548.658,15.0,7.0,2,3.76,-0.18,1,101.0,214.0,0.0,1.0,2.0,1.0,17,0,30.64,8.15,peachtree
39,203,1598,1163050600,11.765,14.347999999999999,2230518.6459999997,1375548.79,15.0,7.0,2,1.19,0.0,1,101.0,214.0,0.0,1.0,2.0,1.0,17,0,26.24,22.05,peachtree
39,224,1598,1163052700,11.847000000000001,14.585999999999999,2230518.714,1375549.032,15.0,7.0,2,3.74,0.0,1,101.0,214.0,0.0,1.0,2.0,1.0,17,0,30.66,8.2,peachtree
39,225,1598,1163052800,11.892000000000001,14.957,2230518.739,1375549.405,15.0,7.0,2,3.75,0.0,1,101.0,214.0,0.0,1.0,2.0,1.0,17,0,30.68,8.18,peachtree
39,226,1598,1163052900,11.937000000000001,15.329,2230518.7630000003,1375549.779,15.0,7.0,2,3.75,0.0,1,101.0,214.0,0.0,1.0,2.0,1.0,17,0,30.69,8.18,peachtree
39,227,1598,1163053000,11.982000000000001,15.700999999999999,2230518.787,1375550.1519999998,15.0,7.0,2,3.75,0.0,1,101.0,214.0,0.0,1.0,2.0,1.0,17,0,30.71,8.19,peachtree
39,228,1598,1163053100,12.027999999999999,16.072,2230518.812,1375550.525,15.0,7.0,2,3.75,0.0,1,101.0,214.0,0.0,1.0,2.0,1.0,17,0,30.73,8.19,peachtree
36,206,1395,1163050900,22.430999999999997,15.597999999999999,2230529.225,1375550.632,16.6,7.0,2,29.97,0.0,2,101.0,215.0,0.0,1.0,2.0,1.0,24,0,78.4,2.62,peachtree
39,229,1598,1163053200,12.073,16.444000000000003,2230518.836,1375550.899,15.0,7.0,2,3.75,0.0,1,101.0,214.0,0.0,1.0,2.0,1.0,17,0,30.74,8.2,peachtree
17,61,1717,1163036400,12.997,16.743,2230519.742,1375551.249,15.5,7.0,2,25.79,0.0,1,101.0,214.0,0.0,1.0,2.0,1.0,15,0,40.01,1.55,peachtree
17,62,1717,1163036500,12.997,16.743,2230519.742,1375551.249,15.5,7.0,2,25.79,0.0,1,101.0,214.0,0.0,1.0,2.0,1.0,15,0,40.83,1.58,peachtree
39,230,1598,1163053300,12.117,16.815,2230518.86,1375551.2719999999,15.0,7.0,2,3.75,0.0,1,101.0,214.0,0.0,1.0,2.0,1.0,17,0,30.76,8.2,peachtree
39,202,1598,1163050500,12.001,16.837,2230518.7430000002,1375551.2880000002,15.0,7.0,2,1.19,0.0,1,101.0,214.0,0.0,1.0,2.0,1.0,17,0,23.75,19.96,peachtree
352,3375,1156,1163367800,-3.622,17.658,2230503.0919999997,1375551.3390000002,15.0,6.5,2,31.18,12.27,1,121.0,201.0,0.0,1.0,4.0,1.0,0,455,0.0,0.0,peachtree
60,352,712,1163065500,15.011,16.803,2230521.75,1375551.4219999998,15.6,7.0,2,24.79,0.0,1,101.0,206.0,0.0,1.0,2.0,1.0,50,0,105.42,4.25,peachtree
36,202,1395,1163050500,23.022,16.547,2230529.7630000003,1375551.612,16.6,7.0,2,29.97,0.0,2,101.0,215.0,0.0,1.0,2.0,1.0,24,0,75.71,2.53,peachtree
39,231,1598,1163053400,12.162,17.187,2230518.884,1375551.646,15.0,7.0,2,3.74,0.0,1,101.0,214.0,0.0,1.0,2.0,1.0,17,0,30.78,8.23,peachtree
39,232,1598,1163053500,12.208,17.558,2230518.909,1375552.019,15.0,7.0,2,3.74,0.0,1,101.0,214.0,0.0,1.0,2.0,1.0,17,0,30.79,8.23,peachtree
1311,8064,897,1163825000,14.584000000000001,0.303,2230521.279,1375552.1909999999,15.0,7.0,2,0.24,0.0,1,101.0,206.0,0.0,1.0,2.0,1.0,1309,0,41.31,172.11,peachtree
1311,8065,897,1163825100,14.585999999999999,0.327,2230521.28,1375552.215,15.0,7.0,2,0.24,0.0,1,101.0,206.0,0.0,1.0,2.0,1.0,1309,0,41.32,172.18,peachtree
1311,8066,897,1163825200,14.588,0.35100000000000003,2230521.281,1375552.239,15.0,7.0,2,0.24,0.0,1,101.0,206.0,0.0,1.0,2.0,1.0,1309,0,41.34,172.25,peachtree
1311,8067,897,1163825300,14.591,0.376,2230521.2819999997,1375552.264,15.0,7.0,2,0.24,0.0,1,101.0,206.0,0.0,1.0,2.0,1.0,1309,0,41.36,172.31,peachtree
1311,8068,897,1163825400,14.593,0.4,2230521.2830000003,1375552.2880000002,15.0,7.0,2,0.24,0.0,1,101.0,206.0,0.0,1.0,2.0,1.0,1309,0,41.37,172.39,peachtree
1311,8069,897,1163825500,14.595999999999998,0.424,2230521.284,1375552.312,15.0,7.0,2,0.24,0.0,1,101.0,206.0,0.0,1.0,2.0,1.0,1309,0,41.39,172.45,peachtree
1311,8070,897,1163825600,14.597999999999999,0.449,2230521.285,1375552.3369999998,15.0,7.0,2,0.24,0.0,1,101.0,206.0,0.0,1.0,2.0,1.0,1309,0,41.4,172.52,peachtree
1311,8071,897,1163825700,14.6,0.473,2230521.286,1375552.361,15.0,7.0,2,0.24,0.0,1,101.0,206.0,0.0,1.0,2.0,1.0,1309,0,41.42,172.59,peachtree
743,4654,1494,1163484000,23.093000000000004,0.0,2230529.792,1375552.362,16.5,7.0,2,37.57,0.0,2,101.0,214.0,0.0,1.0,2.0,1.0,737,0,97.83,2.6,peachtree
1311,8072,897,1163825800,14.603,0.49700000000000005,2230521.287,1375552.385,15.0,7.0,2,0.24,0.0,1,101.0,206.0,0.0,1.0,2.0,1.0,1309,0,41.44,172.65,peachtree
39,233,1598,1163053600,12.253,17.93,2230518.933,1375552.3930000002,15.0,7.0,2,3.74,0.0,1,101.0,214.0,0.0,1.0,2.0,1.0,17,0,30.81,8.24,peachtree
1311,8073,897,1163825900,14.605,0.522,2230521.288,1375552.41,15.0,7.0,2,0.24,0.0,1,101.0,206.0,0.0,1.0,2.0,1.0,1309,0,41.45,172.72,peachtree
60,351,712,1163065400,15.106,17.799,2230521.789,1375552.4209999999,15.6,7.0,2,24.79,0.0,1,101.0,206.0,0.0,1.0,2.0,1.0,50,0,102.24,4.12,peachtree
60,353,712,1163065600,15.106,17.799,2230521.789,1375552.4209999999,15.6,7.0,2,24.79,0.0,1,101.0,206.0,0.0,1.0,2.0,1.0,50,0,106.56,4.3,peachtree
1311,8074,897,1163826000,14.607000000000001,0.546,2230521.289,1375552.4340000001,15.0,7.0,2,0.24,0.0,1,101.0,206.0,0.0,1.0,2.0,1.0,1309,0,41.47,172.79,peachtree
1311,8075,897,1163826100,14.61,0.569,2230521.29,1375552.458,15.0,7.0,2,0.24,0.0,1,101.0,206.0,0.0,1.0,2.0,1.0,1309,0,41.49,172.86,peachtree
1311,8076,897,1163826200,14.612,0.594,2230521.2909999997,1375552.483,15.0,7.0,2,0.24,0.0,1,101.0,206.0,0.0,1.0,2.0,1.0,1309,0,41.5,172.92,peachtree
1311,8077,897,1163826300,14.614,0.618,2230521.292,1375552.507,15.0,7.0,2,0.24,0.0,1,101.0,206.0,0.0,1.0,2.0,1.0,1309,0,41.52,172.99,peachtree
1311,8078,897,1163826400,14.617,0.642,2230521.293,1375552.531,15.0,7.0,2,0.24,0.0,1,101.0,206.0,0.0,1.0,2.0,1.0,1309,0,41.53,173.06,peachtree
1311,8079,897,1163826500,14.619000000000002,0.667,2230521.294,1375552.5559999999,15.0,7.0,2,0.24,0.0,1,101.0,206.0,0.0,1.0,2.0,1.0,1309,0,41.55,173.13,peachtree
1311,8080,897,1163826600,14.620999999999999,0.691,2230521.294,1375552.58,15.0,7.0,2,0.24,0.0,1,101.0,206.0,0.0,1.0,2.0,1.0,1309,0,41.57,173.19,peachtree
1311,8081,897,1163826700,14.623,0.715,2230521.295,1375552.604,15.0,7.0,2,0.24,0.0,1,101.0,206.0,0.0,1.0,2.0,1.0,1309,0,41.58,173.26,peachtree
1311,8082,897,1163826800,14.625,0.74,2230521.296,1375552.629,15.0,7.0,2,0.24,0.0,1,101.0,206.0,0.0,1.0,2.0,1.0,1309,0,41.6,173.32,peachtree
1311,8083,897,1163826900,14.628,0.764,2230521.297,1375552.6530000002,15.0,7.0,2,0.24,0.0,1,101.0,206.0,0.0,1.0,2.0,1.0,1309,0,41.61,173.4,peachtree
1311,8084,897,1163827000,14.63,0.7879999999999999,2230521.298,1375552.677,15.0,7.0,2,0.24,0.0,1,101.0,206.0,0.0,1.0,2.0,1.0,1309,0,41.63,173.46,peachtree
1311,8085,897,1163827100,14.632,0.813,2230521.299,1375552.7019999998,15.0,7.0,2,0.24,0.0,1,101.0,206.0,0.0,1.0,2.0,1.0,1309,0,41.65,173.53,peachtree
1102,6067,799,1163637000,14.133,18.142,2230520.799,1375552.71,14.5,7.0,2,20.8,0.0,1,101.0,214.0,0.0,1.0,2.0,1.0,984,0,86.89,4.18,peachtree
1311,8086,897,1163827200,14.635,0.836,2230521.3,1375552.726,15.0,7.0,2,0.24,0.0,1,101.0,206.0,0.0,1.0,2.0,1.0,1309,0,41.66,173.6,peachtree
